# 字 4000-4499
 4000 | html                           | 超文字標記語言                        | 💻        | chunks=['h', 't', 'm', 'l'] | py=ㄝㄑ-ㄊㄧ-ㄝㄇ-ㄝㄦ | theme=internet | stage=2
 4324 | measurement                    | 測量                             | 📏        | chunks=['meas', 'ure', 'ment'] | py=ㄇㄝ-ㄓㄜ-ㄇㄣㄊ | theme=science | stage=2 base=measure
 4325 | liquid                         | 液體                             | 💧        | chunks=['liq', 'uid'] | py=ㄌㄧ-ㄎㄨㄝㄉ | theme=science | stage=1
 4326 | gas                            | 氣體、汽油                          | 💨        | chunks=['g', 'as'] | py=ㄍㄚㄙ | theme=science | stage=1 [有易混提示]
 4327 | plasma                         | 電漿                             | ⚡        | chunks=['plas', 'ma'] | py=ㄆㄌㄚㄙ-ㄇㄜ | theme=science | stage=3 [有易混提示]
 4328 | vapor                          | 蒸氣                             | 💨        | chunks=['va', 'por'] | py=ㄈㄝ-ㄆㄜ | theme=science | stage=2
 4329 | acid                           | 酸                              | ⚗️       | chunks=['ac', 'id'] | py=ㄚ-ㄗㄜㄉ | theme=science | stage=2 [有易混提示]
 4330 | ion                            | 離子                             | ⚛️       | chunks=['i', 'on'] | py=ㄞ-ㄢ | theme=science | stage=3
 4331 | electron                       | 電子                             | ⚛️       | chunks=['e', 'lec', 'tron'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄚㄣ | theme=science | stage=2
 4332 | proton                         | 質子                             | ⚛️       | chunks=['pro', 'ton'] | py=ㄆㄌㄛ-ㄊㄚㄣ | theme=science | stage=3
 4333 | neutron                        | 中子                             | ⚛️       | chunks=['neu', 'tron'] | py=ㄋㄨ-ㄊㄌㄚㄣ | theme=science | stage=3
 4334 | dna                            | DNA 去氧核醣核酸                     | 🧬        | chunks=['d', 'n', 'a'] | py=ㄉㄧ-ㄝㄣ-ㄝ | theme=science | stage=1
 4335 | rna                            | RNA 核糖核酸                       | 🧬        | chunks=['r', 'n', 'a'] | py=ㄚㄦ-ㄝㄣ-ㄝ | theme=science | stage=2
 4336 | gene                           | 基因                             | 🧬        | chunks=['g', 'ene'] | py=ㄐㄧㄣ | theme=science | stage=1 [有易混提示]
 4337 | chromosome                     | 染色體                            | 🧬        | chunks=['chro', 'mo', 'some'] | py=ㄎㄌㄛ-ㄇㄜ-ㄙㄛㄇ | theme=science | stage=3
 4338 | genome                         | 基因組                            | 🧬        | chunks=['ge', 'nome'] | py=ㄐㄧ-ㄋㄛㄇ | theme=science | stage=2
 4339 | evolution                      | 演化                             | 🦕        | chunks=['e', 'vo', 'lu', 'tion'] | py=ㄝ-ㄈㄜ-ㄌㄨ-ㄒㄣ | theme=science | stage=2 base=evolve
 4340 | mutation                       | 突變                             | 🧬        | chunks=['mu', 'ta', 'tion'] | py=ㄇㄧㄨ-ㄊㄝ-ㄒㄣ | theme=science | stage=2 base=mute
 4341 | adaptation                     | 適應                             | 🔄        | chunks=['ad', 'ap', 'ta', 'tion'] | py=ㄚ-ㄉㄚㄆ-ㄊㄝ-ㄒㄣ | theme=science | stage=2 base=adapt
 4342 | organism                       | 生物體                            | 🦠        | chunks=['or', 'gan', 'ism'] | py=ㄛㄦ-ㄍㄚ-ㄋㄧㄗㄣ | theme=science | stage=2
 4343 | photosynthesis                 | 光合作用                           | 🌿        | chunks=['pho', 'to', 'syn', 'the', 'sis'] | py=ㄈㄛ-ㄊㄛ-ㄒㄧㄣ-ㄙㄜ-ㄒㄜㄙ | theme=science | stage=2
 4344 | respiration                    | 呼吸作用                           | 🫁        | chunks=['res', 'pi', 'ra', 'tion'] | py=ㄌㄝㄙ-ㄆㄜ-ㄌㄝ-ㄒㄣ | theme=science | stage=3
 4345 | metabolism                     | 新陳代謝                           | 🔄        | chunks=['me', 'tab', 'o', 'lism'] | py=ㄇㄜ-ㄊㄚ-ㄅㄜ-ㄌㄧㄗㄣ | theme=science | stage=3
 4346 | neuron                         | 神經元                            | 🧠        | chunks=['neu', 'ron'] | py=ㄋㄨ-ㄌㄚㄣ | theme=science | stage=3
 4347 | synapse                        | 突觸                             | ⚡        | chunks=['syn', 'apse'] | py=ㄒㄧㄣ-ㄚㄆㄙ | theme=science | stage=3
 4348 | hormone                        | 荷爾蒙                            | ⚗️       | chunks=['hor', 'mone'] | py=ㄏㄛㄦ-ㄇㄛㄣ | theme=science | stage=2
 4349 | enzyme                         | 酵素                             | ⚗️       | chunks=['en', 'zyme'] | py=ㄣ-ㄗㄞㄇ | theme=science | stage=3
 4350 | electrolysis                   | 電解                             | ⚡        | chunks=['e', 'lec', 'trol', 'y', 'sis'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄚ-ㄜ-ㄒㄜㄙ | theme=science | stage=3
 4351 | oxidation                      | 氧化                             | ⚗️       | chunks=['ox', 'i', 'da', 'tion'] | py=ㄚㄎ-ㄙㄜ-ㄉㄝ-ㄒㄣ | theme=science | stage=3
 4352 | reduction                      | 減少、還原(化學)                      | ⚗️       | chunks=['re', 'duc', 'tion'] | py=ㄌㄧ-ㄉㄚㄎ-ㄒㄣ | theme=science | stage=2 base=reduce [有易混提示]
 4353 | catalyst                       | 催化劑                            | ⚗️       | chunks=['cat', 'a', 'lyst'] | py=ㄎㄚ-ㄊㄜ-ㄌㄧㄙㄊ | theme=science | stage=3 [有易混提示]
 4354 | universe                       | 宇宙                             | 🌌        | chunks=['u', 'ni', 'verse'] | py=ㄧㄨ-ㄋㄜ-ㄈㄜㄙ | theme=science | stage=1
 4355 | galaxy                         | 銀河系                            | 🌌        | chunks=['gal', 'ax', 'y'] | py=ㄍㄚ-ㄌㄚㄎ-ㄒㄧ | theme=science | stage=1
 4356 | planet                         | 行星                             | 🪐        | chunks=['plan', 'et'] | py=ㄆㄌㄚ-ㄋㄝㄊ | theme=science | stage=1
 4357 | comet                          | 彗星                             | ☄️       | chunks=['co', 'met'] | py=ㄎㄚ-ㄇㄝㄊ | theme=science | stage=2
 4358 | meteor                         | 流星                             | ☄️       | chunks=['me', 'te', 'or'] | py=ㄇㄧ-ㄊㄧ-ㄜ | theme=science | stage=2
 4359 | asteroid                       | 小行星                            | ☄️       | chunks=['as', 'ter', 'oid'] | py=ㄚㄙ-ㄊㄜ-ㄌㄛㄧㄉ | theme=science | stage=2
 4360 | orbit                          | 軌道                             | 🌍        | chunks=['or', 'bit'] | py=ㄛㄦ-ㄅㄜㄊ | theme=science | stage=2 [有易混提示]
 4361 | eclipse                        | 日食、月食                          | 🌒        | chunks=['e', 'clipse'] | py=ㄧ-ㄎㄌㄧㄆㄙ | theme=science | stage=2
 4362 | supernova                      | 超新星                            | 💥        | chunks=['su', 'per', 'no', 'va'] | py=ㄙㄨ-ㄆㄜ-ㄋㄛ-ㄈㄚ | theme=science | stage=3
 4363 | blackhole                      | 黑洞                             | 🕳️       | chunks=['black', 'hole'] | py=ㄅㄌㄚㄎ-ㄏㄛㄦ | theme=science | stage=2
 4364 | nebula                         | 星雲                             | 🌌        | chunks=['neb', 'u', 'la'] | py=ㄋㄝ-ㄅㄧㄨ-ㄌㄜ | theme=science | stage=3
 4365 | quantum                        | 量子                             | ⚛️       | chunks=['quan', 'tum'] | py=ㄎㄨㄢ-ㄊㄣ | theme=science | stage=3 [有易混提示]
 4366 | relativity                     | 相對論                            | ⏳        | chunks=['rel', 'a', 'tiv', 'i', 'ty'] | py=ㄌㄝ-ㄌㄜ-ㄊㄧ-ㄈㄜ-ㄊㄧ | theme=science | stage=3
 4367 | dinosaur                       | 恐龍                             | 🦕        | chunks=['di', 'no', 'saur'] | py=ㄉㄞ-ㄋㄜ-ㄙㄛㄦ | theme=science | stage=1
 4368 | prehistoric                    | 史前                             | 🦕        | chunks=['pre', 'his', 'tor', 'ic'] | py=ㄆㄌㄧ-ㄏㄧㄙ-ㄊㄛ-ㄌㄧㄎ | theme=science | stage=2
 4369 | science                        | 科學                             | 🔬        | chunks=['sci', 'ence'] | py=ㄙㄞ-ㄢㄙ | theme=science | stage=1 [有易混提示]
 4370 | scientific                     | 科學的                            | 🔬        | chunks=['sci', 'en', 'ti', 'fic'] | py=ㄙㄞ-ㄣ-ㄊㄜ-ㄈㄧㄎ | theme=science | stage=2
 4371 | biotech                        | 生物科技                           | 🧬        | chunks=['bi', 'o', 'tech'] | py=ㄅㄞ-ㄛ-ㄊㄝㄎ | theme=science | stage=3
 4372 | biotechnology                  | 生物科技                           | 🧬        | chunks=['bi', 'o', 'tech', 'nol', 'o', 'gy'] | py=ㄅㄞ-ㄛ-ㄊㄝㄎ-ㄋㄚ-ㄜ-ㄐㄧ | theme=science | stage=3
 4373 | nanotech                       | 奈米科技                           | 🔬        | chunks=['nan', 'o', 'tech'] | py=ㄋㄚ-ㄋㄛ-ㄊㄝㄎ | theme=science | stage=3
 4374 | robotics                       | 機器人學                           | 🤖        | chunks=['ro', 'bot', 'ics'] | py=ㄌㄛ-ㄅㄚ-ㄊㄧㄎㄙ | theme=science | stage=2
 4375 | genetics                       | 遺傳學                            | 🧬        | chunks=['ge', 'net', 'ics'] | py=ㄐㄜ-ㄋㄝ-ㄊㄧㄎㄙ | theme=science | stage=3
 4376 | geneticist                     | 遺傳學家                           | 🧬        | chunks=['ge', 'net', 'i', 'cist'] | py=ㄐㄜ-ㄋㄝ-ㄊㄜ-ㄒㄧㄙㄊ | theme=science | stage=3
 4377 | physiology                     | 生理學                            | 🩺        | chunks=['phys', 'i', 'ol', 'o', 'gy'] | py=ㄈㄧ-ㄗㄜ-ㄚ-ㄌㄜ-ㄐㄧ | theme=science | stage=3
 4378 | thermodynamics                 | 熱力學                            | 🔥        | chunks=['ther', 'mo', 'dy', 'nam', 'ics'] | py=ㄙㄜ-ㄇㄛ-ㄉㄞ-ㄋㄚ-ㄇㄧㄎㄙ | theme=science | stage=3
 4379 | optics                         | 光學                             | 🔬        | chunks=['op', 'tics'] | py=ㄚㄆ-ㄊㄧㄎㄙ | theme=science | stage=3
 4380 | epoch                          | 紀元                             | ⏳        | chunks=['e', 'poch'] | py=ㄝ-ㄆㄚㄎ | theme=history | stage=3
 4381 | millennium                     | 千年                             | ⏳        | chunks=['mil', 'len', 'ni', 'um'] | py=ㄇㄜ-ㄌㄝ-ㄋㄧ-ㄜㄇ | theme=history | stage=3
 4382 | medieval                       | 中世紀                            | 🏰        | chunks=['me', 'di', 'e', 'val'] | py=ㄇㄧ-ㄉㄧ-ㄧ-ㄈㄦ | theme=history | stage=2
 4383 | renaissance                    | 文藝復興                           | 🎨        | chunks=['re', 'nais', 'sance'] | py=ㄌㄝ-ㄋㄜ-ㄙㄢㄙ | theme=history | stage=2
 4384 | enlightenment                  | 啟蒙運動                           | 💡        | chunks=['en', 'light', 'en', 'ment'] | py=ㄧㄣ-ㄌㄞㄊ-ㄣ-ㄇㄣㄊ | theme=history | stage=3 base=enlighten
 4385 | contemporary                   | 當代                             | 🆕        | chunks=['con', 'tem', 'po', 'rar', 'y'] | py=ㄎㄜㄣ-ㄊㄣ-ㄆㄜ-ㄌㄝ-ㄌㄧ | theme=history | stage=2 [有易混提示]
 4386 | empire                         | 帝國                             | 👑        | chunks=['em', 'pire'] | py=ㄝㄇ-ㄆㄞㄜ | theme=history | stage=1
 4387 | dynasty                        | 王朝                             | 👑        | chunks=['dy', 'nas', 'ty'] | py=ㄉㄞ-ㄋㄚㄙ-ㄊㄧ | theme=history | stage=2
 4388 | kingdom                        | 王國                             | 👑        | chunks=['king', 'dom'] | py=ㄎㄧㄥ-ㄉㄣ | theme=history | stage=1
 4389 | monarchy                       | 君主制                            | 👑        | chunks=['mon', 'ar', 'chy'] | py=ㄇㄚ-ㄋㄜ-ㄎㄧ | theme=history | stage=2
 4390 | republic                       | 共和國                            | 🏛️       | chunks=['re', 'pub', 'lic'] | py=ㄌㄧ-ㄆㄚ-ㄅㄌㄧㄎ | theme=history | stage=1
 4391 | democracy                      | 民主                             | 🗳️       | chunks=['de', 'moc', 'ra', 'cy'] | py=ㄉㄜ-ㄇㄚ-ㄎㄌㄜ-ㄒㄧ | theme=history | stage=1
 4392 | dictatorship                   | 獨裁                             | 👤        | chunks=['dic', 'ta', 'tor', 'ship'] | py=ㄉㄧㄎ-ㄊㄝ-ㄊㄜ-ㄒㄧㄆ | theme=history | stage=2
 4393 | emperor                        | 皇帝                             | 👑        | chunks=['em', 'per', 'or'] | py=ㄝㄇ-ㄆㄜ-ㄜ | theme=history | stage=1
 4394 | empress                        | 女皇                             | 👑        | chunks=['em', 'press'] | py=ㄝㄇ-ㄆㄌㄝㄙ | theme=history | stage=2
 4395 | royalty                        | 皇室                             | 👑        | chunks=['roy', 'al', 'ty'] | py=ㄌㄛㄧ-ㄦ-ㄊㄧ | theme=history | stage=2
 4396 | royal                          | 皇家的                            | 👑        | chunks=['roy', 'al'] | py=ㄌㄛㄧ-ㄦ | theme=history | stage=1 [有易混提示]
 4397 | noble                          | 貴族                             | 🎩        | chunks=['no', 'ble'] | py=ㄋㄛ-ㄅㄜ | theme=history | stage=2 [有易混提示]
 4398 | peasant                        | 農民                             | 🌾        | chunks=['peas', 'ant'] | py=ㄆㄝ-ㄗㄣㄊ | theme=history | stage=2
 4399 | serf                           | 農奴                             | ⛓️       | chunks=['s', 'erf'] | py=ㄙㄜㄈ | theme=history | stage=3
 4400 | slave                          | 奴隸                             | ⛓️       | chunks=['sl', 'ave'] | py=ㄙㄌㄝㄈ | theme=history | stage=1
 4401 | war                            | 戰爭                             | ⚔️       | chunks=['w', 'ar'] | py=ㄨㄛㄦ | theme=history | stage=0 [有易混提示]
 4402 | battle                         | 戰役                             | ⚔️       | chunks=['bat', 'tle'] | py=ㄅㄚ-ㄉㄜ | theme=history | stage=1 [有易混提示]
 4403 | invasion                       | 入侵                             | ⚔️       | chunks=['in', 'va', 'sion'] | py=ㄧㄣ-ㄈㄝ-ㄓㄣ | theme=history | stage=2 base=invade
 4404 | conquest                       | 征服                             | ⚔️       | chunks=['con', 'quest'] | py=ㄎㄚㄣ-ㄎㄨㄝㄙㄊ | theme=history | stage=2
 4405 | occupation                     | 佔領                             | ⚔️       | chunks=['oc', 'cu', 'pa', 'tion'] | py=ㄚ-ㄎㄧㄨ-ㄆㄝ-ㄒㄣ | theme=history | stage=2 base=occupy [有易混提示]
 4406 | liberation                     | 解放                             | 🕊️       | chunks=['lib', 'er', 'a', 'tion'] | py=ㄌㄧ-ㄅㄜ-ㄌㄝ-ㄒㄣ | theme=history | stage=2 base=liberate
 4407 | revolution                     | 革命                             | ✊        | chunks=['rev', 'o', 'lu', 'tion'] | py=ㄌㄝ-ㄈㄜ-ㄌㄨ-ㄒㄣ | theme=history | stage=1 [有易混提示]
 4408 | rebellion                      | 叛亂                             | ⚔️       | chunks=['re', 'bel', 'lion'] | py=ㄌㄧ-ㄅㄝ-ㄌㄧㄢ | theme=history | stage=2 base=rebel
 4409 | uprising                       | 起義                             | ✊        | chunks=['up', 'ris', 'ing'] | py=ㄚㄆ-ㄌㄞㄗ-ㄧㄥ | theme=history | stage=2
 4410 | treaty                         | 條約                             | 📜        | chunks=['trea', 'ty'] | py=ㄊㄌㄧ-ㄊㄧ | theme=history | stage=2
 4411 | surrender                      | 投降                             | 🏳️       | chunks=['sur', 'ren', 'der'] | py=ㄙㄜ-ㄌㄝㄣ-ㄉㄜ | theme=history | stage=2
 4412 | victory                        | 勝利                             | 🏆        | chunks=['vic', 'to', 'ry'] | py=ㄈㄧㄎ-ㄊㄜ-ㄌㄧ | theme=history | stage=1
 4413 | defeat                         | 戰敗                             | 🏳️       | chunks=['de', 'feat'] | py=ㄉㄧ-ㄈㄧㄊ | theme=history | stage=1
 4414 | army                           | 軍隊                             | 🪖        | chunks=['ar', 'my'] | py=ㄚㄦ-ㄇㄧ | theme=history | stage=1
 4415 | militia                        | 民兵                             | 🪖        | chunks=['mi', 'li', 'tia'] | py=ㄇㄜ-ㄌㄧ-ㄒㄚ | theme=history | stage=3
 4416 | warrior                        | 戰士                             | ⚔️       | chunks=['war', 'ri', 'or'] | py=ㄨㄛ-ㄌㄧ-ㄜ | theme=history | stage=1
 4417 | knight                         | 騎士                             | ⚔️       | chunks=['kn', 'ight'] | py=ㄋㄞㄊ | theme=history | stage=1 [有易混提示]
 4418 | samurai                        | 武士                             | ⚔️       | chunks=['sa', 'mu', 'rai'] | py=ㄙㄚ-ㄇㄨ-ㄌㄞ | theme=history | stage=2
 4419 | gladiator                      | 角鬥士                            | ⚔️       | chunks=['glad', 'i', 'a', 'tor'] | py=ㄍㄌㄚ-ㄉㄧ-ㄝ-ㄊㄜ | theme=history | stage=3
 4420 | weapon                         | 武器                             | ⚔️       | chunks=['weap', 'on'] | py=ㄨㄝ-ㄆㄣ | theme=history | stage=1
 4421 | shield                         | 盾                              | 🛡️       | chunks=['sh', 'ield'] | py=ㄒㄧㄦㄉ | theme=history | stage=1 [有易混提示]
 4422 | armor                          | 盔甲                             | 🛡️       | chunks=['ar', 'mor'] | py=ㄚㄦ-ㄇㄜ | theme=history | stage=2
 4423 | cannon                         | 大砲                             | 🛡️       | chunks=['can', 'non'] | py=ㄎㄚ-ㄋㄣ | theme=history | stage=2
 4424 | musket                         | 火槍                             | 🔫        | chunks=['mus', 'ket'] | py=ㄇㄚㄙ-ㄎㄝㄊ | theme=history | stage=3
 4425 | bayonet                        | 刺刀                             | 🔪        | chunks=['bay', 'o', 'net'] | py=ㄅㄝ-ㄜ-ㄋㄝㄊ | theme=history | stage=3
 4426 | discovery                      | 發現                             | 🔍        | chunks=['dis', 'cov', 'er', 'y'] | py=ㄉㄧㄙ-ㄎㄚ-ㄈㄜ-ㄌㄧ | theme=history | stage=1 base=discover
 4427 | exploration                    | 探索                             | 🗺️       | chunks=['ex', 'plor', 'a', 'tion'] | py=ㄝㄎㄙ-ㄆㄌㄛ-ㄌㄝ-ㄒㄣ | theme=history | stage=2 base=explore
 4428 | colonization                   | 殖民                             | 🚩        | chunks=['col', 'o', 'ni', 'za', 'tion'] | py=ㄎㄚ-ㄌㄜ-ㄋㄜ-ㄗㄝ-ㄒㄣ | theme=history | stage=3
 4429 | colonist                       | 殖民者                            | 🚩        | chunks=['col', 'o', 'nist'] | py=ㄎㄚ-ㄌㄜ-ㄋㄧㄙㄊ | theme=history | stage=3
 4430 | settler                        | 移居者                            | 🏘️       | chunks=['set', 'tler'] | py=ㄙㄝ-ㄉㄌㄜ | theme=history | stage=2 base=settle
 4431 | pioneer                        | 先驅                             | 🚩        | chunks=['pi', 'o', 'neer'] | py=ㄆㄞ-ㄜ-ㄋㄧㄜ | theme=history | stage=2 [有易混提示]
 4432 | silkroad                       | 絲路                             | 🐪        | chunks=['silk', 'road'] | py=ㄒㄧㄦㄎ-ㄌㄛㄉ | theme=history | stage=2
 4433 | famine                         | 饑荒                             | 🍽️       | chunks=['fam', 'ine'] | py=ㄈㄚ-ㄇㄜㄣ | theme=history | stage=2
 4434 | crusade                        | 十字軍                            | ⚔️       | chunks=['cru', 'sade'] | py=ㄎㄌㄨ-ㄙㄝㄉ | theme=history | stage=3
 4435 | constitution                   | 憲法                             | 📜        | chunks=['con', 'sti', 'tu', 'tion'] | py=ㄎㄚㄣ-ㄙㄉㄜ-ㄊㄧㄨ-ㄒㄣ | theme=history | stage=2
 4436 | declaration                    | 宣言                             | 📜        | chunks=['dec', 'la', 'ra', 'tion'] | py=ㄉㄝ-ㄎㄌㄜ-ㄌㄝ-ㄒㄣ | theme=history | stage=2 base=declare
 4437 | proclamation                   | 宣告                             | 📜        | chunks=['proc', 'la', 'ma', 'tion'] | py=ㄆㄌㄚㄎ-ㄎㄌㄜ-ㄇㄝ-ㄒㄣ | theme=history | stage=3
 4438 | leader                         | 領袖                             | 👑        | chunks=['lead', 'er'] | py=ㄌㄧ-ㄉㄜ | theme=history | stage=0 base=lead
 4439 | heroine                        | 女英雄                            | 🦸        | chunks=['he', 'ro', 'ine'] | py=ㄏㄝ-ㄌㄛ-ㄧㄣ | theme=history | stage=2
 4440 | artifact                       | 文物                             | 🏺        | chunks=['ar', 'ti', 'fact'] | py=ㄚㄦ-ㄊㄜ-ㄈㄚㄎㄊ | theme=history | stage=2
 4441 | relic                          | 遺物                             | 🏺        | chunks=['rel', 'ic'] | py=ㄌㄝ-ㄌㄧㄎ | theme=history | stage=3
 4442 | ruin                           | 廢墟                             | 🏛️       | chunks=['ru', 'in'] | py=ㄌㄨ-ㄧㄣ | theme=history | stage=2 [有易混提示]
 4443 | excavation                     | 挖掘                             | ⛏️       | chunks=['ex', 'ca', 'va', 'tion'] | py=ㄝㄎㄙ-ㄎㄜ-ㄈㄝ-ㄒㄣ | theme=history | stage=3
 4444 | history                        | 歷史                             | 📜        | chunks=['his', 'to', 'ry'] | py=ㄏㄧㄙ-ㄊㄜ-ㄌㄧ | theme=history | stage=0
 4445 | historical                     | 歷史的                            | 📜        | chunks=['his', 'tor', 'i', 'cal'] | py=ㄏㄧㄙ-ㄊㄛ-ㄌㄜ-ㄎㄦ | theme=history | stage=1 base=history [有易混提示]
 4446 | prehistory                     | 史前史                            | 🦕        | chunks=['pre', 'his', 'to', 'ry'] | py=ㄆㄌㄧ-ㄏㄧㄙ-ㄊㄜ-ㄌㄧ | theme=history | stage=3
 4447 | chronicle                      | 編年史                            | 📜        | chunks=['chron', 'i', 'cle'] | py=ㄎㄌㄚ-ㄋㄜ-ㄎㄜ | theme=history | stage=3
 4448 | scroll                         | 卷軸                             | 📜        | chunks=['scr', 'oll'] | py=ㄙㄎㄌㄛㄦ | theme=history | stage=2
 4449 | parchment                      | 羊皮紙                            | 📜        | chunks=['parch', 'ment'] | py=ㄆㄚㄦㄑ-ㄇㄣㄊ | theme=history | stage=3
 4450 | slavery                        | 奴隸制                            | ⛓️       | chunks=['slav', 'er', 'y'] | py=ㄙㄌㄝ-ㄈㄜ-ㄌㄧ | theme=history | stage=2 base=slave
 4451 | abolition                      | 廢除                             | 📜        | chunks=['ab', 'o', 'li', 'tion'] | py=ㄚ-ㄅㄜ-ㄌㄧ-ㄒㄣ | theme=history | stage=3 base=abolish
 4452 | suffrage                       | 選舉權                            | 🗳️       | chunks=['suf', 'frage'] | py=ㄙㄚ-ㄈㄌㄝㄐ | theme=history | stage=3
 4453 | reform                         | 改革                             | 🔄        | chunks=['re', 'form'] | py=ㄌㄧ-ㄈㄛㄦㄇ | theme=history | stage=2 [有易混提示]
 4454 | holocaust                      | 大屠殺                            | 😢        | chunks=['hol', 'o', 'caust'] | py=ㄏㄚ-ㄌㄜ-ㄎㄛㄙㄊ | theme=history | stage=3
 4455 | genocide                       | 種族滅絕                           | 😢        | chunks=['gen', 'o', 'cide'] | py=ㄐㄝ-ㄋㄜ-ㄙㄞㄉ | theme=history | stage=3
 4456 | atrocity                       | 暴行                             | 💀        | chunks=['a', 'troc', 'i', 'ty'] | py=ㄚ-ㄊㄌㄚ-ㄙㄜ-ㄊㄧ | theme=history | stage=3
 4457 | coup                           | 政變                             | ⚔️       | chunks=['c', 'oup'] | py=ㄎㄨ | theme=history | stage=3 [有易混提示]
 4458 | succession                     | 繼承                             | 👑        | chunks=['suc', 'ces', 'sion'] | py=ㄙㄚㄎ-ㄙㄝ-ㄒㄣ | theme=history | stage=3 [有易混提示]
 4459 | abdication                     | 退位                             | 👑        | chunks=['ab', 'di', 'ca', 'tion'] | py=ㄚㄅ-ㄉㄜ-ㄎㄝ-ㄒㄣ | theme=history | stage=3
 4460 | regiment                       | 軍團、團級部隊                        | 🪖        | chunks=['reg', 'i', 'ment'] | py=ㄌㄝ-ㄐㄜ-ㄇㄣㄊ | theme=history | stage=3
 4461 | sovereign                      | 君主                             | 👑        | chunks=['sov', 'er', 'eign'] | py=ㄙㄚ-ㄈㄜ-ㄌㄣ | theme=history | stage=3 [有易混提示]
 4462 | continent                      | 大陸                             | 🌍        | chunks=['con', 'ti', 'nent'] | py=ㄎㄚㄣ-ㄊㄜ-ㄋㄜㄣㄊ | theme=geography | stage=1 [有易混提示]
 4463 | africa                         | 非洲                             | 🌍        | chunks=['af', 'ri', 'ca'] | py=ㄚ-ㄈㄌㄧ-ㄎㄜ | theme=geography | stage=1
 4464 | asia                           | 亞洲                             | 🌏        | chunks=['a', 'sia'] | py=ㄝ-ㄓㄜ | theme=geography | stage=1
 4465 | europe                         | 歐洲                             | 🌍        | chunks=['eu', 'rope'] | py=ㄧㄨ-ㄌㄛㄆ | theme=geography | stage=1
 4466 | antarctica                     | 南極洲                            | 🌐        | chunks=['ant', 'arc', 'ti', 'ca'] | py=ㄚㄣㄊ-ㄚㄦㄎ-ㄊㄜ-ㄎㄜ | theme=geography | stage=2
 4467 | americas                       | 美洲                             | 🌎        | chunks=['a', 'mer', 'i', 'cas'] | py=ㄜ-ㄇㄝ-ㄌㄜ-ㄎㄗ | theme=geography | stage=2
 4468 | oceania                        | 大洋洲                            | 🌏        | chunks=['o', 'ce', 'an', 'ia'] | py=ㄛ-ㄒㄧ-ㄚ-ㄋㄧㄜ | theme=geography | stage=3
 4469 | border                         | 國界                             | 🗺️       | chunks=['bor', 'der'] | py=ㄅㄛㄦ-ㄉㄜ | theme=geography | stage=1 [有易混提示]
 4470 | frontier                       | 邊疆                             | 🗺️       | chunks=['fron', 'tier'] | py=ㄈㄌㄚㄣ-ㄊㄧㄜ | theme=geography | stage=3
 4471 | boundary                       | 邊界                             | 🗺️       | chunks=['bound', 'a', 'ry'] | py=ㄅㄠㄣㄉ-ㄝ-ㄌㄧ | theme=geography | stage=2 [有易混提示]
 4472 | territory                      | 領土                             | 🗺️       | chunks=['ter', 'ri', 'to', 'ry'] | py=ㄊㄝ-ㄌㄜ-ㄊㄛ-ㄌㄧ | theme=geography | stage=2 [有易混提示]
 4473 | hemisphere                     | 半球                             | 🌐        | chunks=['hem', 'i', 'sphere'] | py=ㄏㄝ-ㄇㄜ-ㄙㄈㄧㄜ | theme=geography | stage=3
 4474 | latitude                       | 緯度                             | 🌐        | chunks=['lat', 'i', 'tude'] | py=ㄌㄚ-ㄊㄜ-ㄊㄧㄨㄉ | theme=geography | stage=2
 4475 | longitude                      | 經度                             | 🌐        | chunks=['lon', 'gi', 'tude'] | py=ㄌㄚㄣ-ㄐㄜ-ㄊㄧㄨㄉ | theme=geography | stage=2
 4476 | equator                        | 赤道                             | 🌐        | chunks=['e', 'qua', 'tor'] | py=ㄧ-ㄎㄨㄝ-ㄊㄜ | theme=geography | stage=2
 4477 | tropics                        | 熱帶                             | 🌴        | chunks=['trop', 'ics'] | py=ㄊㄌㄚ-ㄆㄧㄎㄙ | theme=geography | stage=2
 4478 | polar                          | 極地                             | 🐧        | chunks=['po', 'lar'] | py=ㄆㄛ-ㄌㄜ | theme=geography | stage=2 [有易混提示]
 4479 | arctic                         | 北極                             | 🐻‍❄️     | chunks=['arc', 'tic'] | py=ㄚㄦㄎ-ㄊㄧㄎ | theme=geography | stage=2
 4480 | antarctic                      | 南極                             | 🐧        | chunks=['ant', 'arc', 'tic'] | py=ㄚㄣㄊ-ㄚㄦㄎ-ㄊㄧㄎ | theme=geography | stage=2
 4481 | elevation                      | 海拔                             | 📈        | chunks=['el', 'e', 'va', 'tion'] | py=ㄝ-ㄌㄜ-ㄈㄝ-ㄒㄣ | theme=geography | stage=2
 4482 | altitude                       | 高度                             | 📈        | chunks=['al', 'ti', 'tude'] | py=ㄚㄦ-ㄊㄜ-ㄊㄧㄨㄉ | theme=geography | stage=2 [有易混提示]
 4483 | sealevel                       | 海平面                            | 🌊        | chunks=['sea', 'lev', 'el'] | py=ㄒㄧ-ㄌㄝ-ㄈㄦ | theme=geography | stage=2 [有易混提示]
 4484 | plateau                        | 高原                             | ⛰️       | chunks=['pla', 'teau'] | py=ㄆㄌㄚ-ㄊㄛ | theme=geography | stage=3
